city, ccnumber, name, publish_date
Kanooz,5424529268619991,Isabella Hammond,06/30/2005
Rotguhka,5439754778752438,James Reid,06/29/1944
Idizion,6376863627029378,Gregory Morrison,01/29/1917
Javuvab,6375964416900513,Peter Moreno,05/24/1939
Civelmo,6011344671934368,Bradley Cannon,05/18/2061
Piwiwool,344839830439465,Josie Yates,02/06/2068
Sujkeus,5610582835175652,Blanche Duncan,11/16/2028
Letehgev,6376281797786976,Isaiah Gross,12/21/2013
Togohob,4903617217842336,Ethan King,11/02/1971
Tizukom,3528969744312185,Victor Cummings,11/17/1929
Loocuz,3528326543186064,Josephine Martin,10/08/2066
Jabeeza,5105882016042685,Eddie Moreno,06/10/2014
Totebji,36790536497021,William Bell,01/24/2017
Gispecni,5101252657033209,Luella Peters,04/13/2054
Misvulaw,5488060273255756,Derrick Garza,04/11/2022
Sarecra,6204038767784110,Hallie Keller,09/06/1991
Odnigkud,36122901204883,Brett Webb,03/22/1929
Puvgifo,4026041570802732,Allen Dawson,11/30/1973
Futifpul,6011705790201089,Gary Welch,09/25/2062
Ugpudzo,30008972551722,Milton Poole,09/12/2048
Ubmenac,344074907431852,Lora Ruiz,06/09/1980
Oteulueko,6244252585421829,Mabelle Flores,03/09/1999
Nogulsal,36015110446057,Violet Patton,05/28/1929
Domnahibu,5463640429237482,Wesley Fitzgerald,12/06/1982
Wivatat,6334832097880918,Vernon Newton,10/02/2060
Kaziwno,5018393305022582,Maurice Neal,05/21/1993
Socekno,5610768130878690,Jean Wheeler,06/20/2021
Zewuip,347250685490776,Nora Montgomery,11/22/2047
Icbernow,6011080146718552,Nathan Holmes,07/12/2042
Waakwo,4903505603971720,Loretta Ferguson,09/27/2031
Kuoslog,6373426029651323,Lela Parks,04/23/1954
Laamiur,201468088194812,Jackson Lowe,07/21/2065
Upimowfog,3528154486721931,Francis Gilbert,04/19/1998
Wawece,4026871734481217,Barbara Delgado,05/13/2038
Tenohpe,6304499287117760,Johanna Norton,09/18/2009
Nudziel,5182987485789306,Charles Rivera,05/19/1931
Ihiwehlez,5018887648117942,Eric Terry,05/03/2019
Gonohef,30031621406460,Lily Sharp,08/29/2069
Otnisroc,6304260462616855,Eddie Bishop,01/01/2009
Sawluto,36444175337011,Randall Willis,12/21/1937
Rizbome,6379212796667732,Carolyn Sanchez,04/27/2057
Cobcaohi,4903762030293430,Matilda Willis,02/05/1999
Nipmijbu,30034305245097,Sally Moran,11/27/1996
Vifopnuj,3528060841817571,Alexander Benson,10/15/2035
Ehfaniw,6334898754663517,Jack Parks,05/31/2055
Defujos,201424444046113,Nicholas Jacobs,08/26/1952
Zihevaw,4213328483303186,Jeremiah Armstrong,08/14/1912
Lawawwu,4987719569695350,Ophelia Reese,02/11/1952
Posackac,5494090686078893,Katharine Brooks,03/07/1955
Fasefpo,30046011999767,Derrick Carr,10/25/2020
Diaweul,3528428034344622,Jay Manning,12/08/1993
Amicumlu,30073902970632,Amy Osborne,11/07/1919
Makuhajoz,6370420291158284,Mina Harrison,11/10/1918
Jahawlin,3528141311594757,Myrtie Dennis,07/28/1936
Kebtimuk,36326879689427,Scott Henderson,03/25/1975
Nosabrar,4026817436155278,Tillie Brown,07/30/1914
Asnufzug,4026372538930228,Noah McLaughlin,10/21/1916
Malfamhis,4026627452279427,Bess Alvarado,05/09/1908
Mefpiem,6011128686655245,Lucile Moss,03/23/2009
Lolpebda,5610301644997010,Harry Martinez,07/18/1991
Huwuluce,30072379722195,Shawn Lloyd,11/10/1955
Naicurav,5018048018355725,Caleb Lee,06/09/1951
Bamorod,36136260385513,Chester Cummings,03/08/2031
Gazpocom,6304115488723988,Jared Garrett,06/26/1976
Kojoof,30003891001222,Leonard Hubbard,06/06/1927
Lujoju,6011367550660697,Josie Jacobs,09/04/1972
Neolete,343964983073456,Rodney Carpenter,06/05/1996
Vezrafuf,5185578077804301,Norman Moss,06/16/1925
Seswejsej,5018149530939374,Jared Williams,09/06/2012
Ewtewzum,36552185632054,Gene Evans,06/29/1924
Acisimbu,201450741337566,Olivia Townsend,05/24/1937
Selkukis,3528697497360255,Millie Swanson,02/11/1935
Gickejela,6376946152583065,Frederick Garza,04/11/2000
Bofnuuc,5610177113664020,Andrew Gibson,01/04/1969
Hicpemve,201406558935546,Glenn Anderson,10/30/1936
Mepdavzaj,6298277738788605,Charles Peterson,06/20/2007
Alcibri,4026037825332285,Ricardo Rogers,08/24/1929
Haofwok,4026138061703898,Christina Mack,10/16/2022
Socouj,5476521667359904,Tommy Barnes,05/13/2029
Doutra,5438606841330892,Florence Tate,10/28/1976
Haalzuk,6373236200461289,Maude Sanders,01/29/1993
Oletawwal,6334881715569809,Daniel Mack,02/15/1938
Lubowaz,343412859888250,Mamie Bennett,07/24/2058
Sepsiti,4903393502143646,Pauline Simmons,08/26/2000
Jovsihe,5018417826437431,Verna Brooks,10/11/2026
Kuwmoabu,4026275368062956,Lawrence McCormick,07/22/1973
Sufocobe,201450197517919,Roger Collier,04/11/2003
Getupi,6304267044193261,Nicholas Leonard,02/01/2004
Jukuvja,3528606689963248,Ray Wood,07/18/1964
Hamketdev,5156847259755952,Hester Mitchell,11/10/1984
Ziehejup,6379927223421458,Ollie Robinson,08/13/1990
Napumvir,4903752490233208,Estella Underwood,12/19/1907
Javmuzu,5171755983671331,Bettie Burgess,07/28/2049
Gamvikut,343205867411879,Thomas Thomas,11/24/2067
Unuwiko,5018241951949329,Alvin Newton,01/23/2032
Ijtakim,6011595967561310,Annie Guzman,07/30/1950
Binacoj,6334679541903238,Florence Griffith,05/20/2062
Tumehgig,4903315140039191,Irene Price,07/30/1974
Luzewe,3528874916772580,Jason Lewis,07/03/1952
Mowibogi,4718511218884188,John Neal,11/02/1950
Haloblar,5018683845120593,Clarence Blair,08/14/2047
Mihoob,6294300964376731,Ellen Casey,05/14/2055
Mutofjed,4903331354392689,Mitchell Little,03/14/1903
Ajgohi,4423056623444190,Adeline Aguilar,09/04/2002
Zimeir,6334765832044962,Gregory Moran,05/27/1914
Zottapgip,30064340613546,Lola Kelley,12/28/1989
Kepignas,4026304847047238,Roy Vasquez,08/29/2013
Selime,4026208112862546,Dora Gardner,07/20/2045
Novnuttu,5018000192074192,Daniel Graves,02/22/1949
Kegirukat,3528467351570377,Inez Zimmerman,06/05/2030
Huratep,6370244235351312,Don Lowe,11/15/2058
Luhenlof,6334889982251555,Hallie Sharp,05/31/1943
Fovolo,3528125321695134,Bertha Miles,08/30/1968
Secusun,4606696972688779,Matthew Payne,12/11/2015
Lowwiiru,5141903530004120,Louis Price,03/03/2005
Saposeopa,5491295943332677,Christina Hunter,04/04/2014
Laaraig,201468670348461,Mattie Campbell,09/02/1907
Vekmegvil,4613988839035273,Mitchell Adkins,07/23/1920
Ofbeka,6274694950853032,Matthew Lowe,05/12/2040
Tajfovut,6371782051408608,Ricky Harmon,03/15/1916
Livufhi,5464291489402019,Sean Gregory,12/23/2057
Kiminvup,6011557929418682,Eleanor Bradley,09/09/1914
Ussuzeg,340091361860792,Jim Lyons,05/27/2070
Abegwoc,4903330961427946,Corey Harvey,07/17/1953
Gafoap,4817105146095403,Celia Flores,07/05/1944
Voevizi,5018410555730001,Anthony Marsh,09/13/1980
Ugefeaz,5475186200060491,Evan Byrd,02/11/1936
Cisuwe,5493578520838796,John Salazar,10/04/2065
Zonpenic,30096264986383,Virgie Nelson,08/24/2055
Kawaben,5492541542178709,Steve Norman,01/13/1926
Ommalziw,6334555533641848,Virginia French,08/22/2063
Dissome,36118476311202,Harriett Jensen,10/15/1938
Otuvevife,6304692677559944,Lucas Peterson,03/08/1979
Zecacove,4903386825343158,Maude Pierce,10/05/1993
Sefpuuwi,6011260789935123,Lottie Perkins,11/30/1950
Berfogbu,6334659053825748,Ola Parsons,10/05/2065
Hizafaz,6334134502450159,Landon Walton,07/06/2053
Himtigfe,4903241650949621,Dale Norton,04/22/2012
Limlodub,5103240206009521,Nathan Drake,01/19/2011
Netjikik,6334069084647683,Hulda Howard,01/08/1941
Puekto,201437146676946,Corey Hart,08/03/1982
Sovofow,6304270621964260,Vincent Harrison,07/06/1942
Didpawdif,5153538571422644,Hettie Hudson,08/29/2054
Ipkopaf,5139964455499970,Eunice Ramsey,09/08/1929
Azisinane,342125943199200,Derrick Gross,02/22/1905
Detpujat,3528440102913758,Micheal Mullins,11/23/1908
Dogcirjem,5018352759694775,Kate Phillips,03/28/2032
Huhufku,3528896134293354,Augusta Miles,05/26/2035
Bugizaji,36824650013320,Herman Russell,10/03/1927
Jacbehag,6370237267332960,Agnes Thompson,03/29/1930
Bogoico,30069264808188,Katharine Jefferson,03/13/2037
Fufuzac,4903929217948975,Elnora Miles,12/08/2024
Owafurtid,201465944841958,Florence Chapman,04/05/1943
Lutokivi,36397121162075,Rosa Daniels,01/03/2068
Himvokti,5018897103426019,Edgar Burton,07/16/2031
Onnisi,4026666437756851,Eugene Robinson,05/04/2021
Gaagdi,6011279060489006,Raymond Martin,01/02/1975
Siihije,344016772738259,Jeremy Myers,12/26/1946
Femanagu,3528370704963259,Ellen Ford,06/15/2000
Ifboife,6376750797136432,Jared Fleming,06/03/2057
Sofonugo,347066988313915,Timothy Cummings,06/28/1902
Veisge,4026047578798202,Dora Blair,08/20/2058
Jufsogor,6377151994951740,Marvin Johnson,01/18/1980
Zedborper,5610909641949410,Roger Gibson,09/25/1997
Hobreba,5610544539830180,Anne Tran,04/22/1969
Piwsofi,30012676817892,Mina Little,01/06/1969
Lagjocha,6011721704631147,Michael Moran,12/30/2035
Tacasej,36275775800739,Logan Vasquez,04/03/1949
Wakweci,36006375043119,Ethel Hodges,11/10/1967
Keloam,6265191904277468,Carrie Gilbert,06/30/1914
Nevijzid,36788603185370,Charlotte Beck,04/20/1928
Emarefadi,6334667048471346,Hunter Colon,02/07/1985
Nijetora,36296149163927,Dorothy Harper,10/16/2033
Fopeuwo,4871096660511193,Jerry Mendez,02/10/2030
Panlobug,6304202101037614,Lawrence Malone,04/17/2042
Duilsu,341964437364768,Elnora Barnes,12/22/1962
Kugkovge,6377667155825225,Jeff Reyes,03/01/1934
Refehe,36103588035824,Howard Carpenter,02/24/2020
Umfuveru,36001574756777,Roy Daniel,04/29/2037
Hegjorah,36128839620470,Charles Mack,10/22/1922
Huikgu,4903951059469936,Jackson Fernandez,03/23/2018
Geohhic,30019984942916,Birdie Castillo,04/20/2039
Gavweva,4026692388578870,Olive Robinson,12/28/1939
Wufsodud,5610369946642543,Lee Wong,10/19/2066
Zocingu,5456263201524669,Fred Webster,03/17/2045
Dugiref,6011600014811781,Mabelle Chavez,12/27/1980
Jovabad,3528388168923338,Maurice Love,04/01/1986
Muwcisami,6334948181243092,Edwin Williamson,02/24/1995
Jejivbol,5610899264912573,Ernest Gutierrez,02/02/1982
Kawbuczo,6011107502325159,Clayton Fernandez,06/12/1949
Obnomjo,6374098575447619,Annie Howard,07/21/1923
Ehibafcah,5610936706716335,Lulu Simpson,11/08/2001
Fithujzek,4026492715263688,Fannie Green,06/06/1919
Cimelfaf,4026038885036600,Peter Martin,05/04/1924
Ivelonipe,6372049396216156,Arthur Fletcher,08/28/2036
Jifcatmo,4436929005447251,Phillip Montgomery,02/01/2020
Gempiwor,5018157079278500,Genevieve Ramsey,10/11/2019
Senolaw,4992988508643358,Clyde Santos,10/02/1990
Pizenuiga,6374066742421825,Richard Thompson,12/20/1932
Etavejuhi,5470741455709740,Justin West,02/04/1999
Afjabe,6304971191655804,Myrtie Carlson,06/20/1960
Urtioh,3528554269268093,Nathan Larson,04/04/1994
Nebelap,5018827564973092,Virgie Benson,06/29/2013
Pemmuhof,6370634617826420,Isabelle Munoz,07/20/2002
Popfolfo,4026048238562434,Elva Dean,12/13/1901
Rezhigjeg,341522409478006,Caroline Lloyd,06/06/1931
Vugokde,30008419255598,Sean Wilkins,10/08/2040
Tivirbi,36982619109306,Luella Bradley,02/17/1989
Omtolbel,4026448912022525,Eugenia Rodriquez,03/09/1965
Domkizgo,4026033310798031,Agnes Stewart,05/31/1983
Uzehade,201424562275288,Cora Jacobs,09/30/1968
Ifacoeke,3528752348268767,Cody Mendoza,06/13/1926
Wejuboh,6334637034117823,Noah Stanley,02/17/2006
Laflipjom,5172583076265962,Madge Ferguson,03/13/2005
Zegiizo,6304296568305175,Julian Davidson,09/27/1977
Binnipa,4313425783376398,Christian Fields,12/29/2054
Coggaure,36714121113710,Rachel Erickson,05/23/1902
Aharadji,201492021212929,Lucille Gardner,11/14/1901
Vetejed,30042980722777,Eleanor Barnett,08/26/2056
Ehiozfal,4903325280215840,Edgar Johnston,01/01/1961
Tiwofciz,4026173965606525,Adam Newton,06/19/1994
Bolektit,5449712609992894,Don Scott,11/12/2016
Wojurhu,5476063026862047,Austin Tucker,05/02/1962
Rimetkif,6242575704522628,Lucinda Boyd,06/14/1996
Runjiblu,5610362327347527,Ricardo Dixon,10/08/1994
Uduraz,4903329180349964,Carrie Barnes,05/21/1980
Ninlulvo,5415887878606712,Seth Washington,11/10/1958
Hopsazsi,346526543352550,Loretta Dawson,08/28/2020
Tagadumu,36749341744571,Scott Moran,08/19/2053
Fudciajo,5462173838868235,Grace Powell,02/28/1921
Lowfajan,3528542938097472,Helena Lopez,07/03/1964
Solhajhaw,5461481160005735,Lelia Greene,11/16/1924
Nulocwe,4903564435641035,Flora Berry,01/03/1956
Medmuaja,5498719235149237,Lucinda Thompson,08/29/1989
Niwnewtod,4026490544289627,Russell Black,06/06/1967
Zucboje,345412012689148,Hallie Carroll,07/22/2063
Mufduweg,6299670187430993,Glenn Garcia,07/07/1904
Ufpuvin,3528431915810992,Sallie Massey,10/13/2009
Kupumuti,5444559924435371,Warren Porter,09/11/1900
Gozkicsi,6011069294863799,Fred Cobb,01/26/2019
Himsuckiw,5610544177692967,Barbara Burke,10/20/2019
Cebfezuw,346158775391682,Josephine Castillo,09/14/2064
Jutuze,30084424467627,Allie Hernandez,07/03/2046
Soriij,4903984836292644,Cameron Daniel,01/30/2051
Waozus,5159208936385472,Maurice Baldwin,05/29/1944
Puftihave,5418237901069479,Alberta Jackson,02/13/1964
Tehdomak,6378909267933128,Ellen Sandoval,02/19/1953
Vozwokur,4312916912584010,Mathilda Welch,11/24/1944
Ugavutan,6282965793290180,Timothy Hunt,04/03/2018
Ugegavi,5018883451122475,Myrtie Campbell,02/15/2019
Tutkohjel,5610260857633102,Anthony Newman,04/21/2003
Ivororu,4903255647992437,Jay Harper,01/02/1932
Seogpe,6374152303532455,Cory McDaniel,10/28/1992
Lesafkes,4903518225248922,Curtis Newman,04/23/1927
Tezwami,6210560982232833,Myra Garcia,12/28/1929
Nuplefmub,5018452945335265,Mathilda Garza,03/20/1900
Gerachuk,30000454414768,Warren Webb,08/04/1983
Dodjalzah,5018147511923151,Jeff Armstrong,08/09/2011
Inkata,346346403254287,Dean Harrison,02/07/1931
Ubniltod,5134242887770226,Manuel Moran,12/06/1980
Awhejopu,36771831453992,Max Jensen,01/04/1996
Bosdakjo,5164242809704231,Adam Lindsey,05/06/1963
Vuvema,6011442594452599,Marian Rice,05/10/2007
Jemisfu,6304827715809253,Dale Matthews,04/18/1937
Bognutag,6372603855045306,Joel Saunders,02/04/1954
Duvumuc,201437906170205,Lily Lewis,06/12/2023
Derdanda,201411663837413,Essie Thornton,01/15/1980
Uvmene,201432741654828,Julia Rhodes,10/23/2056
Begishu,6304679325891852,Albert Stone,05/09/2061
Jekvece,6370928527035555,Helena Underwood,05/03/1993
Hutueho,6334751454061708,Annie Klein,04/09/1959
Wacughi,4903040108643582,Olga Cobb,12/14/1992
Gawjisve,6011862321235654,Sean Floyd,07/07/1931
Coecitac,5610644288654748,Myra Bishop,03/25/2014
Safuvje,36240119119626,Roxie Carroll,03/11/2010
Aguevecu,201403769173520,Steven Hamilton,06/16/2014
Fakigco,5178365990612907,Janie Harrison,01/31/1974
Ruonriv,5156382004246636,Christine Nichols,01/19/2042
Tividwu,6206259070974465,Alexander Cole,12/23/2056
Reczapvu,5610315060741322,Allen Ortega,10/12/2042
Gahkiclat,341117876051376,Alberta Lloyd,12/27/1955
Febijnaf,6379575998094933,Cordelia Washington,03/17/2017
Loonepig,4026275321894255,Delia Rhodes,10/10/2024
Toduver,30029844969652,Minnie Lopez,01/14/1995
Obwusif,3528491520061969,Tyler Franklin,06/26/2047
Migehaj,201400595710822,Katherine Castro,09/12/2026
Epmiji,6371831926839057,Lou Austin,05/01/1977
Inijuuf,6334156273728406,Barbara Rose,05/26/1981
Janzefbi,5174184020366002,Garrett Dunn,06/28/1919
Zejogam,5610749396257613,Eric Payne,08/11/1900
Gozgoke,30013028063391,Theodore Todd,04/20/1921
Ciewehe,6237107583089797,Roxie Beck,01/03/1925
Dubouni,6011393196639325,Frances Bridges,12/18/1979
Sekrivih,5018217831141824,Jerome Sherman,02/28/1955
Panvoho,5610188089084564,David Rodriquez,03/17/1956
Ujtilhuj,4026018491421115,Elva Schwartz,05/21/2000
Zutvadbir,4026672686461888,Lillie Barnett,07/22/1972
Nabtommu,6232142210519697,Sophie Griffin,03/16/2033
Zuikwis,5101125052985738,Lida Welch,07/31/2039
Fegwunba,5130386649713844,Victor Francis,11/03/1923
Favogo,30058707855666,Olivia Norton,01/05/1998
Anakovnu,4903041761968480,Essie Stewart,08/19/1929
Gojcermi,5417932410077143,Agnes Owens,06/21/2023
Jomilok,6370648731075748,Leon Park,09/10/1973
Vocepa,6304235176237529,Bernice McLaughlin,11/11/2022
Guijna,4026607978585705,Dominic West,08/20/1971
Jizloole,5018907583021915,Sue Cole,11/09/1900
Jaamehas,6375353048766866,Rachel Richards,10/16/2001
Efikactu,5610535541732851,Bobby Thomas,01/12/1911
Iserotit,36627563784741,Kevin Pierce,02/05/1991
Uptemec,5018967653599539,Bettie Montgomery,01/05/1946
Gejemud,6011366643419236,Noah Hayes,11/10/1900
Socuno,5610438884061766,Troy Manning,01/12/1929
Voakgal,36835446517259,Larry Gutierrez,07/24/1902
Uhihiiva,6376445970035572,Floyd Carter,07/19/1985
Razhukak,5018639198073961,Mayme Manning,01/02/2026
Nametdap,4903972668221856,Isabella Hart,06/18/1936
Fuvezawic,30097133693960,Lily Stone,07/16/2033
Ropridjar,6372941281696080,Celia Perry,02/14/1928
Agewoflet,343320533916787,Sophie Payne,07/31/2019
Holbiik,3528059219680686,Blanche Farmer,10/04/2018
Nuhvuvgos,6304506475652570,Winifred Higgins,11/09/1948
Pomreco,6263593859979455,Edward Byrd,05/26/2001
Alimso,5463633627194670,Lottie Warner,12/18/1952
Sikforno,6272917234639683,Beatrice Pierce,05/20/2034
Inoniiw,6011775370037377,Dustin Salazar,03/04/2063
Ravuhvip,6293299202446994,Sam Roy,03/03/1978
Kapmazfe,6011623074858468,Ina Black,09/27/2053
Saecwus,5018318914623496,Helen Simmons,01/29/2024
Bupanu,5610643942505965,Maud Vega,01/10/1943
Lodisiz,6304527212875506,Chris Barber,11/07/2008
Daahdo,4903911817763129,Hallie Peters,10/03/2039
Gubufo,201443462647990,Leah Brown,12/15/1922
Zewilim,5150177928151482,Elmer Burke,07/21/1927
Dotgunas,4026225475853268,Caroline Alvarado,09/14/1956
Iceruraw,3528112385275003,Blanche Wolfe,02/16/1966
Vubtubu,4026756499165768,Nicholas King,06/20/1946
Ucpihag,4903175482426376,Lola McCoy,08/06/2039
Fabejzov,36606300208636,Leah Bates,03/22/1944
Zimsapa,6304063125643948,Isabelle Blair,03/22/1947
Zurdemju,6334295882019458,Blake Gutierrez,07/22/2063
Hacpenri,5441140238304638,Howard Turner,02/12/2014
Afiwewek,4366123797470705,Eugene Neal,09/26/2031
Melewwos,4710747992640580,Harriett Dean,12/18/2052
Caganew,5123450378605859,Jim Moore,04/24/1969
Varatidi,6011085884694329,Maude Murphy,12/07/2009
Vupsumof,36410262265852,Brent Wagner,03/22/1910
Reacadis,5018561972737407,Pauline Kennedy,03/01/1971
Haatoek,5153266919641507,Dorothy Walton,02/07/1945
Ucbiwam,5424060636366511,Cameron Owen,03/13/1909
Ahkawod,4026792108481841,Edna Morrison,10/18/2041
Tehlashef,5610195091761261,Angel Arnold,08/01/2000
Ezgeos,4842345021218097,Johanna Silva,04/01/1965
Rulasat,6376270696491911,Jayden Davis,05/11/2007
Gitulaas,6334527246664110,Rhoda Franklin,07/24/1910
Fonnoce,30043685863502,Randall Moore,07/09/1923
Dozmogob,6334263512674027,Olive Salazar,03/10/1901
Wamodtir,346778899062776,Arthur Lawrence,10/06/2021
Dagpoze,6334251055662327,Miguel Stanley,07/08/1934
Mujocgar,3528928950786128,Polly Ross,04/13/1998
Zocaes,201438272052423,Linnie Norman,08/08/1936
Ecaopurow,6293948373620296,Cameron Rose,06/11/2027
Ajvogodo,3528642923293449,Terry Gutierrez,03/28/2050
Niroroah,4990985264238375,Catherine Gilbert,12/19/1902
Evodune,36353573677094,Franklin Palmer,05/12/1989
Buneplec,201424493374614,Laura Chapman,01/13/1963
Kuptawas,6376199153776417,Garrett Roberts,01/23/1910
Izeposna,4903409488254395,Theodore Watts,01/17/1961
Cuzjuzo,3528215102630960,Micheal Barker,05/21/2069
Gunoiho,6304930610323436,Jordan Burns,10/20/1937
Ipwucba,5018518509559910,Kate Warner,10/03/2028
Atimawwu,4026664932620219,Mayme Martinez,04/19/1925
Huowsi,4166803129333406,Theodore Carpenter,04/13/1906
Tezzakbis,6334309217255883,Ida Lee,06/04/1935
Rasijzo,6304014533326535,Fannie Fox,01/31/1940
Honnidbif,201455663195843,Susan Lopez,06/29/1998
Jofnuki,3528176455333547,Mathilda Weaver,12/19/1946
Loshispeb,30054343076551,Inez Hogan,11/04/2064
Fihoben,201422842435607,Gavin Reyes,08/31/2001
Owoofvum,5018093364403323,Genevieve Lamb,01/29/2004
Lusonwu,6252930920215340,Alma Clark,06/09/1908
Fohsirtul,5018153018478707,Caleb Zimmerman,02/01/1965
Womuga,30036204777583,Tony Santiago,09/28/2044
Matupis,6288630642001881,Mayme Kelly,03/21/1926
Uswaji,5018576669912428,Tony Ramirez,11/15/1989
Izjizwu,36267728742019,Laura Romero,12/02/1971
Gupafit,4026021875762690,Delia Arnold,06/01/2035
Tociir,201428428232227,Devin Stanley,03/20/1985
Opaokunok,201442737062472,Juan Richardson,03/24/1951
Buhuba,5404098158298823,Zachary Ingram,03/29/1970
Rowiopa,6304151082600777,Hannah Vargas,11/28/2056
Tiledga,4459254769385155,Pauline Maxwell,03/30/2041
Sibiwi,6011736264425854,Kate Warren,04/18/2051
Zokmarub,6296689788762482,Marc Zimmerman,12/19/2061
Povnoma,6011192118256345,Robert Blake,08/18/2004
Rikena,4903110332905444,Maurice Richardson,10/07/2016
Vafgiad,5018165736736919,Earl Cole,05/11/2022
Vohcasi,5610599683800611,Patrick Dunn,05/11/1969
Vuraoj,201490614469294,Rosie Newton,07/05/1921
Jaduzki,345303077530477,Calvin McGee,04/27/1916
Degtehbi,36691353015799,Ina Patton,07/27/1951
Wubruoza,6233735972256959,Annie Griffith,03/21/1931
Ebikijwi,4903124361160839,Harry Hall,02/11/2011
Pejimedo,6283157113149408,Ann Jacobs,04/16/1985
Dojsujog,6378480816902006,Sean Underwood,05/22/1961
Budpiwita,4903289010389624,Minnie Sims,09/19/2018
Nuklijij,36135065591135,Viola Ellis,10/24/1980
Hiupahu,5473226932363839,Marguerite Neal,12/06/1993
Isutopu,201455156178843,Florence Webb,05/20/2025
Fohobuofe,6011965948947526,Samuel McBride,06/06/2032
Judafup,36607996715181,Christine Newton,04/25/1969
Daebga,4903916431457099,Jerome Watts,01/04/1933
Nimowaju,5018541614639930,Elsie Welch,12/09/1962
Pegjuve,4903129423319695,Eddie Thomas,07/10/2018
Zoezehar,5127549875402029,Seth Alvarez,03/06/1938
Sojgeper,5407630975348063,Randy Munoz,05/06/2018
Namuhte,5610381730096786,Anthony Howell,04/18/1952
